slope,disp,mutsd,pert_treat,patch_sd,ac,draw,batch,pert_value,pert_name,rep,t,n,u_mean,u_sd,u_skew,u_kurt,mal_mean,mal_sd,mal_skew,mal_kurt,nn_mean,nn_sd,nn_skew,nn_kurt,x_mean,x_sd,x_skew,x_kurt
1.0,3,0.75,11,2,2,1,1,0,11,1,180,662,48.2045,30.9154,-0.0279785,-1.19871,1.47072,1.1737,1.10314,1.33959,1.66399,1.07825,1.89479,7.14574,48.2415,30.8759,-0.00577136,-1.20791
1.0,3,0.75,11,2,2,1,1,0,11,1,190,636,53.2486,31.4219,-0.134194,-1.1019,1.47208,1.07425,0.838696,0.330582,1.79061,1.1065,1.18994,1.65902,53.2532,31.1491,-0.128208,-1.12094
1.0,3,0.75,11,2,2,1,1,0,11,1,200,514,49.7967,32.5662,-0.0258235,-1.2541,1.36699,1.08617,1.02623,0.677602,1.76353,1.24988,1.89424,6.32924,50.0248,32.5387,-0.00979512,-1.24853
1.0,3,0.75,11,2,2,1,1,0,11,1,210,555,50.9473,30.9018,-0.00213791,-1.19423,1.47453,1.08968,0.858917,0.431924,1.76009,1.02387,1.16135,1.99631,50.9287,30.9359,0.028767,-1.18638
1.0,3,0.75,11,2,2,1,1,0,11,1,220,626,48.8925,32.6046,0.0172321,-1.32499,1.4143,1.10494,1.05602,0.775917,1.66385,1.05632,1.30475,2.854,48.8389,32.5494,0.0476281,-1.31482
1.0,3,0.75,11,2,2,1,1,0,11,1,230,606,52.5683,32.5313,-0.168565,-1.26728,1.49901,1.10652,1.11374,1.38365,1.62602,1.036,2.39463,15.2613,52.5539,32.4442,-0.154622,-1.25996
1.0,3,0.75,11,2,2,1,1,0,11,1,240,571,50.7478,31.9847,-0.0168616,-1.22403,1.47413,1.15892,1.06764,0.992991,1.74253,1.06951,1.85606,6.22538,50.7932,32.0464,0.00757149,-1.24815
1.0,3,0.75,11,2,2,1,1,0,11,1,250,570,59.7083,31.3442,-0.433529,-1.05565,1.52259,1.14252,0.980398,0.965621,1.65639,1.16551,1.4296,2.70681,59.8689,31.3636,-0.389222,-1.09079
1.0,3,0.75,11,2,2,1,1,0,11,1,260,539,55.7189,31.6461,-0.270372,-1.22445,1.47576,1.1763,1.29593,2.13222,1.85178,1.13599,1.50839,4.0624,55.3735,31.6419,-0.246237,-1.23802
1.0,3,0.75,11,2,2,1,1,11,11,1,270,95,57.5708,24.3246,0.209953,-0.797164,4.17461,4.70169,0.734129,-1.16657,4.61106,3.71971,2.00196,4.20236,53.3934,26.0366,0.288876,-0.992402
1.0,3,0.75,11,2,2,1,1,11,11,1,280,79,48.9823,14.4953,0.660403,1.92968,9.45974,4.24178,-0.949021,0.213683,3.24474,4.29319,3.75354,14.5659,38.9968,16.0473,1.06455,2.13487
1.0,3,0.75,11,2,2,1,1,11,11,1,290,81,47.9536,7.95284,-0.144915,0.676424,10.5251,2.14324,-1.20089,4.04566,2.26313,2.48989,4.27531,22.1797,36.6619,8.95513,0.136382,0.915982
1.0,3,0.75,11,2,2,1,1,11,11,1,300,40,49.4989,7.41187,-0.345594,1.77149,10.5812,2.39466,-1.41239,6.10265,2.70361,2.94651,4.6754,24.02,38.3771,8.74835,0.279322,1.73
1.0,3,0.75,11,2,2,1,1,11,11,1,310,53,48.7453,10.9022,-0.0106279,-0.410733,10.5279,2.19941,0.296714,-0.846982,2.33862,1.71213,1.55473,1.73039,37.5719,11.2543,0.0809192,-0.243128
1.0,3,0.75,11,2,2,1,1,11,11,1,320,83,44.6668,8.99472,-0.340399,-0.936925,11.0899,1.7229,0.620039,0.489848,2.21245,2.09019,3.95233,21.4669,33.4308,9.172,-0.287876,-0.483744
1.0,3,0.75,11,2,2,1,1,11,11,1,330,109,45.5079,7.18907,-1.04938,-0.337504,10.8357,1.73053,-0.284011,-0.563018,1.73581,1.1678,0.996044,0.391454,34.5668,7.70184,-0.765302,-0.19129
1.0,3,0.75,11,2,2,1,1,11,11,1,340,101,46.741,5.66529,-1.44321,1.52767,10.9114,1.74091,0.175112,-0.642772,1.70421,1.08385,0.715469,0.175474,35.6098,6.27264,-1.14008,0.826939
1.0,3,0.75,11,2,2,1,1,11,11,1,350,110,46.5537,7.02162,-1.25024,0.396448,11.1918,2.02146,0.382059,0.0974708,2.32089,1.33691,1.11763,2.11856,34.9761,7.76531,-0.948621,0.242448
1.0,3,0.75,11,2,2,1,1,11,11,1,360,150,47.5491,6.70854,-1.17784,0.615,10.7015,1.67526,-0.0115296,0.669908,1.67866,1.15761,2.34499,11.8312,36.5984,6.84521,-0.869112,0.0711218
1.0,3,0.75,11,2,2,1,1,11,11,1,370,158,47.1078,7.05867,-1.06857,0.371291,10.8583,1.52674,0.20704,0.123588,1.7671,1.11775,2.20406,12.3069,36.1037,7.39884,-1.09508,0.556055
1.0,3,0.75,11,2,2,1,1,11,11,1,380,151,47.5724,8.30101,-1.16666,0.447258,10.7653,1.91107,0.0118766,-0.102321,2.00012,1.18449,1.12508,1.78375,36.5272,8.60795,-1.21506,0.918204
1.0,3,0.75,11,2,2,1,1,11,11,1,390,134,47.9071,8.89486,-1.26521,0.552559,11.1604,1.86647,0.0270741,-0.114508,2.01594,1.0858,1.03333,1.45323,36.3571,9.33931,-1.28333,1.00393
1.0,3,0.75,11,2,2,1,1,11,11,1,400,131,48.0664,8.22635,-1.22163,0.450754,11.2905,1.95083,-0.0835509,-0.0278336,1.77257,1.08552,1.06473,1.07374,36.3207,9.11131,-1.04517,0.613528
1.0,3,0.75,11,2,2,1,1,11,11,1,410,174,45.5192,9.97802,-0.517564,-1.23502,11.0218,1.74501,0.193873,-0.124144,1.72197,1.05156,1.36947,2.9921,34.0864,10.6576,-0.464667,-0.958753
1.0,3,0.75,11,2,2,1,1,11,11,1,420,120,46.4225,10.372,-0.624989,-1.18416,10.8059,1.94704,-0.00474397,-0.305054,1.9738,1.45313,2.92484,15.5204,35.3956,11.0166,-0.455522,-1.06626
1.0,3,0.75,11,2,2,1,1,11,11,1,430,96,44.4455,11.3759,-0.0653895,-1.54215,10.8992,1.76457,0.250379,-0.442512,2.18106,1.3869,0.972691,0.716173,32.7431,11.9833,-0.180943,-1.44803
1.0,3,0.75,11,2,2,1,1,11,11,1,440,104,45.6673,11.5482,-0.385806,-1.34797,10.9582,1.64331,-0.123335,-0.15914,2.00149,1.33776,1.55388,2.42563,34.1804,12.3196,-0.260847,-1.36046
1.0,3,0.75,11,2,2,1,1,11,11,1,450,145,48.2534,12.3682,-0.572896,-1.16472,11.0008,1.82098,-0.352702,0.472115,1.83319,1.16434,1.00392,0.759484,36.6276,12.8127,-0.519679,-1.16409
1.0,3,0.75,11,2,2,1,1,11,11,1,460,174,49.9034,11.2683,-0.889488,-0.477175,10.8502,1.87848,0.458729,1.37939,1.73921,1.25385,2.94684,15.7437,38.957,11.7822,-0.831177,-0.507229
1.0,3,0.75,11,2,2,1,1,11,11,1,470,173,50.4458,9.1362,-1.13553,0.365287,10.9589,1.8216,0.00055679,-0.118638,1.7839,1.23234,1.57617,3.33359,39.3877,9.62136,-0.965469,0.150318
1.0,3,0.75,11,2,2,1,1,11,11,1,480,186,49.7685,11.7912,-0.72126,-0.707687,11.0571,1.72832,-0.0557721,-0.0718586,1.86946,1.27905,1.57689,3.02096,38.6454,11.9762,-0.743025,-0.664883
1.0,3,0.75,11,2,2,1,1,11,11,1,490,170,54.0523,10.5663,-1.00078,0.112778,10.9693,1.81936,-0.146369,-0.176259,2.04521,1.2692,2.79274,15.3323,42.9496,10.8874,-0.846541,-0.0784166
1.0,3,0.75,11,2,2,1,1,11,11,1,500,130,54.1393,11.7937,-0.925719,-0.174828,11.2442,1.98255,-0.179193,-0.310842,2.38395,1.80942,3.76384,23.8299,42.9669,11.9241,-0.642124,-0.627628
1.0,3,0.75,11,2,2,1,1,11,11,1,510,184,55.6267,10.2638,-1.49096,1.58863,11.0861,1.74822,-0.295102,-0.0691324,1.69288,1.34734,3.03551,14.7487,44.6924,9.97981,-1.1109,0.913618
1.0,3,0.75,11,2,2,1,1,11,11,1,520,187,53.7113,11.4572,-1.49308,1.22157,10.9505,1.7673,-0.0258563,-0.284596,1.68286,0.944566,1.09972,1.61928,42.8049,11.2622,-1.28148,0.929157
1.0,3,0.75,11,2,2,1,1,11,11,1,530,193,50.227,13.5214,-1.05431,-0.429649,10.7553,1.96248,0.0375151,-0.419752,1.78963,1.0037,0.985937,1.5271,39.8127,13.6599,-1.03479,-0.276564
1.0,3,0.75,11,2,2,1,1,11,11,1,540,160,47.6425,15.1645,-0.642955,-1.18182,10.9805,1.92166,0.00273107,-0.202207,1.96,1.11157,0.790257,0.522744,37.1252,14.984,-0.562161,-1.12319
1.0,3,0.75,11,2,2,1,1,11,11,1,550,179,49.183,14.422,-0.817732,-0.852268,10.7587,1.8658,0.197689,0.765726,1.9757,1.18664,1.60814,4.74173,38.7518,13.7951,-0.768497,-0.767455
1.0,3,0.75,11,2,2,1,1,11,11,1,560,115,51.1147,14.1693,-1.04114,-0.491906,10.8948,1.77916,-0.106938,-0.0408601,2.31355,1.88221,2.96592,13.5006,40.5441,13.6815,-0.991642,-0.372614
1.0,3,0.75,11,2,2,1,1,11,11,1,570,146,57.0276,10.5707,-2.25867,4.43884,10.8612,1.83211,0.297586,0.46716,1.9334,1.37736,1.89803,5.98184,46.6252,10.2786,-2.01201,3.77391
1.0,3,0.75,11,2,2,1,1,11,11,1,580,113,51.8238,14.1586,-1.37894,0.444851,10.8801,2.178,-0.0670623,-0.166151,2.09735,1.40003,2.37368,9.29446,41.3787,14.3303,-1.408,0.74442
1.0,3,0.75,11,2,2,1,1,11,11,1,590,142,53.1861,13.0401,-1.58068,1.11672,11.2365,1.64597,0.0912596,-0.390977,1.67928,0.964785,0.648105,-0.190431,42.4416,12.7573,-1.38948,0.800185
1.0,3,0.75,11,2,2,1,1,11,11,1,600,153,52.1404,13.0606,-1.41616,0.824005,11.2281,1.86675,-0.136354,-0.336638,1.90804,1.07261,1.24966,1.29017,41.071,13.4823,-1.22742,0.562272
1.0,3,0.75,11,2,2,1,1,11,11,1,610,149,50.4193,15.4747,-1.02901,-0.490453,10.8924,1.85751,0.447292,0.573591,1.78267,1.11224,1.44621,3.50628,40.3273,16.1047,-0.858665,-0.621818
1.0,3,0.75,11,2,2,1,1,11,11,1,620,156,47.5959,16.9946,-0.724997,-1.21607,11.0926,1.90183,-0.64723,1.83302,1.85862,1.30156,1.29277,1.42052,37.0466,16.7702,-0.669551,-1.15975
1.0,3,0.75,11,2,2,1,1,11,11,1,630,203,49.9785,15.1786,-1.14116,-0.144059,10.7502,1.77489,-0.0558462,0.0544786,1.70096,1.05383,1.4981,2.41941,39.517,15.0783,-0.95149,-0.299147
1.0,3,0.75,11,2,2,1,1,11,11,1,640,163,46.6692,16.7432,-0.769803,-1.13627,11.2078,2.01398,0.159755,0.0762766,1.83954,1.13114,1.77045,7.50833,35.9873,16.5479,-0.664751,-1.03875
1.0,3,0.75,11,2,2,1,1,11,11,1,650,210,47.3807,17.0145,-0.833243,-0.977605,11.3393,1.97943,-0.0418909,0.0266441,1.78924,1.0584,1.33331,2.07855,36.2706,16.6792,-0.769952,-0.92889
1.0,3,0.75,11,2,2,1,1,11,11,1,660,210,48.1634,18.795,-0.778723,-1.12628,10.916,2.07666,-0.172729,0.549612,1.8321,1.03183,1.12373,1.80526,37.8224,19.1088,-0.700747,-1.14122
1.0,3,0.75,11,2,2,1,1,11,11,1,670,237,45.9033,18.5883,-0.546455,-1.36377,10.7209,1.89915,0.283876,-0.0560106,1.72238,1.15385,2.66329,12.2196,35.7271,18.8605,-0.495795,-1.34246
1.0,3,0.75,11,2,2,1,1,11,11,1,680,215,47.496,18.9612,-0.682705,-1.19454,11.0701,1.99454,0.0926186,-0.0859511,1.96294,1.13898,1.56399,4.47458,36.94,18.8205,-0.611008,-1.13522
1.0,3,0.75,11,2,2,1,1,11,11,1,690,209,46.3499,19.2719,-0.625228,-1.34407,10.9715,1.78169,0.110838,0.583652,1.70042,1.38469,4.20431,31.7544,35.8234,18.7067,-0.539441,-1.31307
1.0,3,0.75,11,2,2,1,1,11,11,1,700,185,44.3055,18.7883,-0.549618,-1.40492,10.7255,1.8456,-0.192143,-0.124713,1.6616,0.862211,0.803462,0.531806,34.026,18.5888,-0.530834,-1.36019
1.0,3,0.75,11,2,2,1,1,11,11,1,710,194,48.0265,17.239,-0.853063,-0.739942,10.9857,1.80451,0.043417,-0.442767,1.97229,1.24268,1.68165,4.22024,37.2214,17.1777,-0.815099,-0.68022
1.0,3,0.75,11,2,2,1,1,11,11,1,720,223,42.791,19.0394,-0.330255,-1.54689,11.2055,1.82263,0.121149,-0.496763,1.78992,1.03311,1.44012,4.81077,31.8429,18.7715,-0.331387,-1.42871
1.0,3,0.75,11,2,2,1,1,11,11,1,730,285,42.7266,19.078,-0.290833,-1.53784,10.8314,1.92729,-0.282977,0.0572792,1.74919,0.978483,2.07689,10.7021,32.444,19.031,-0.232415,-1.38506
1.0,3,0.75,11,2,2,1,1,11,11,1,740,270,45.8542,18.4067,-0.489178,-1.21167,10.8525,2.05736,-0.0194827,-0.214796,1.85249,1.25632,3.24819,21.1643,35.3763,18.494,-0.439067,-1.09568
1.0,3,0.75,11,2,2,1,1,11,11,1,750,217,48.2124,16.9962,-0.691815,-0.802368,10.9448,1.92782,-0.287298,0.673264,1.87978,1.03985,0.946596,1.09798,37.9027,17.0308,-0.662972,-0.71151
1.0,3,0.75,11,2,2,1,1,11,11,1,760,234,46.4583,17.8863,-0.528664,-1.08481,11.0319,2.05262,-0.0618118,0.419711,2.06328,1.23623,1.28181,2.31738,36.0055,17.2595,-0.458586,-0.975569
1.0,3,0.75,11,2,2,1,1,11,11,1,770,220,42.679,19.2553,-0.232989,-1.46136,10.7886,1.97081,0.239575,-0.00838837,1.94826,1.21444,1.2701,1.87537,32.7316,19.3302,-0.180774,-1.38608
1.0,3,0.75,11,2,2,1,1,11,11,1,780,264,40.6067,17.8461,0.00459066,-1.4665,10.8826,1.91023,-0.160154,0.133995,1.63631,1.22854,2.32936,8.2355,30.626,17.7533,0.0357859,-1.30686
1.0,3,0.75,11,2,2,1,1,11,11,1,790,248,41.1489,19.5916,-0.0322448,-1.62666,11.0963,1.90744,-0.0702564,-0.143345,1.82308,1.15116,1.53122,4.06904,30.7261,19.3541,0.0260041,-1.49297
1.0,3,0.75,11,2,2,1,1,11,11,1,800,288,42.6674,18.9666,-0.336433,-1.3657,11.3285,1.74522,-0.171697,0.270709,1.81947,1.01399,0.903599,0.971524,31.5949,18.3482,-0.257713,-1.23569
1.0,3,0.75,11,2,2,1,1,11,11,1,810,374,41.2666,20.7556,-0.113015,-1.56144,10.9605,1.7988,0.0353442,-0.283923,1.69159,1.03038,1.40297,2.41975,30.8521,20.2719,-0.0715009,-1.45583
1.0,3,0.75,11,2,2,1,1,11,11,1,820,369,40.9861,21.0452,-0.0260212,-1.5175,11.0673,1.74038,-0.111814,0.262927,1.75631,1.09599,2.06895,10.2576,30.4816,21.0912,0.0332525,-1.41688
1.0,3,0.75,11,2,2,1,1,11,11,1,830,412,42.5751,21.081,-0.229244,-1.47698,11.0729,1.83559,-0.0171882,-0.152515,1.62957,1.13664,2.64816,13.6504,31.957,21.0319,-0.194104,-1.37458
1.0,3,0.75,11,2,2,1,1,11,11,1,840,407,40.1769,21.7743,-0.00598917,-1.56946,11.0314,1.87731,-0.035186,-0.378178,1.56643,0.893786,1.06553,1.61154,29.5465,21.7029,0.0249957,-1.48387
1.0,3,0.75,11,2,2,1,1,11,11,1,850,422,38.9754,20.7304,0.0886047,-1.48243,10.9161,1.76341,-0.070844,-0.273807,1.58978,0.952548,0.82743,0.37777,28.5577,20.6368,0.0958355,-1.39273
1.0,3,0.75,11,2,2,1,1,11,11,1,860,397,41.658,20.4279,-0.116396,-1.46677,10.9118,1.78028,0.0146581,-0.208052,1.72622,1.03059,0.842875,0.360899,31.0786,20.6278,-0.0822247,-1.40842
1.0,3,0.75,11,2,2,1,1,11,11,1,870,410,41.4508,20.0956,-0.229943,-1.44608,11.0653,1.78596,0.029237,-0.0379712,1.70591,1.08996,1.93588,8.64246,30.4459,20.0233,-0.196554,-1.4109
1.0,3,0.75,11,2,2,1,1,11,11,1,880,401,39.4511,20.3664,-0.0644111,-1.54291,11.2533,1.95209,-0.0667646,0.0740653,1.72255,0.993376,1.02579,1.23026,28.2797,20.6318,-0.0373404,-1.49409
1.0,3,0.75,11,2,2,1,1,11,11,1,890,403,39.2145,20.9139,-0.0487599,-1.53683,11.0162,1.79608,-0.197315,0.581484,1.64158,1.14276,1.79047,5.78963,28.34,21.1881,0.0220235,-1.46896
1.0,3,0.75,11,2,2,1,1,11,11,1,900,408,44.4856,19.7388,-0.411722,-1.17814,10.9887,1.84336,0.40764,0.765712,1.75043,1.02191,1.16711,2.19622,33.6086,20.217,-0.336184,-1.15229
1.0,3,0.75,11,2,2,1,1,11,11,1,910,455,45.7789,18.5679,-0.529392,-0.920044,10.9678,1.88439,-0.186418,1.46989,1.66849,1.06295,1.33839,2.43817,34.8345,18.8793,-0.423,-0.957588
1.0,3,0.75,11,2,2,1,1,0,11,2,10,699,47.7783,27.7052,0.0023123,-1.19749,1.60064,1.21167,0.983807,0.92075,1.88852,1.05009,0.847649,0.639563,47.7783,27.7052,0.0023123,-1.19749
1.0,3,0.75,11,2,2,1,1,0,11,2,20,771,51.189,29.1081,0.00327442,-1.25486,1.50231,1.16362,0.960684,0.452186,1.75385,0.979041,0.903772,1.07856,51.0749,29.0508,0.00382996,-1.24646
1.0,3,0.75,11,2,2,1,1,0,11,2,30,759,50.5805,29.3848,0.0233208,-1.17442,1.50658,1.15335,0.932149,0.451211,1.63091,0.982777,1.45197,4.32643,50.4633,29.2086,0.0285443,-1.18411
1.0,3,0.75,11,2,2,1,1,0,11,2,40,663,51.0852,29.5769,-0.0716855,-1.20563,1.51158,1.1074,0.952736,0.796198,1.76689,1.04385,1.00432,1.13671,50.8972,29.708,-0.0531899,-1.22117
1.0,3,0.75,11,2,2,1,1,0,11,2,50,605,50.6432,30.5038,-0.0208753,-1.2914,1.46179,1.11754,1.06323,1.15684,1.76941,1.13392,1.38757,3.13043,50.5617,30.5382,0.0118032,-1.29343
1.0,3,0.75,11,2,2,1,1,0,11,2,60,589,51.9943,30.2664,-0.0778665,-1.23777,1.56806,1.1493,0.829872,0.183681,1.73034,1.06241,1.29955,3.03358,51.7307,30.0347,-0.0691694,-1.26368
1.0,3,0.75,11,2,2,1,1,0,11,2,70,631,52.5704,30.4973,-0.125361,-1.24722,1.47641,1.14566,0.936019,0.386401,1.79464,1.03925,1.10979,1.7727,52.5112,30.3045,-0.112441,-1.27388
1.0,3,0.75,11,2,2,1,1,0,11,2,80,635,55.3287,30.6837,-0.204951,-1.16681,1.47918,1.07946,1.01991,1.22891,1.73011,1.15463,2.12017,7.91897,55.1105,30.6841,-0.185464,-1.1916
1.0,3,0.75,11,2,2,1,1,0,11,2,90,540,55.1612,30.8594,-0.0924458,-1.21047,1.57189,1.12566,0.921165,0.945496,1.75769,1.08936,1.56366,4.42713,55.1043,30.9137,-0.0686934,-1.26169
1.0,3,0.75,11,2,2,1,1,0,11,2,100,520,56.0133,31.0846,-0.101081,-1.26337,1.37111,1.02159,1.02742,1.16577,1.81752,1.25846,2.17552,8.4326,55.8223,31.372,-0.0775984,-1.30805
1.0,3,0.75,11,2,2,1,1,0,11,2,110,505,56.3343,28.898,-0.0739899,-1.07243,1.55587,1.16182,0.905759,0.483972,1.74748,1.11932,1.54872,5.04593,56.159,28.9857,-0.0483087,-1.11689
1.0,3,0.75,11,2,2,1,1,0,11,2,120,515,55.2625,28.8163,-0.0909142,-1.04556,1.37794,1.03662,0.916924,0.555236,1.80241,1.25251,2.09706,7.67417,55.2194,28.5028,-0.0595241,-1.07448
1.0,3,0.75,11,2,2,1,1,0,11,2,130,516,53.146,29.4655,0.070348,-1.12864,1.44491,1.15571,1.22508,1.80725,1.84835,1.18523,1.86551,6.76201,52.7869,29.3387,0.0834296,-1.14996
1.0,3,0.75,11,2,2,1,1,0,11,2,140,470,54.9292,32.0885,-0.250712,-1.17038,1.44261,1.10275,1.01013,0.735303,1.75846,1.13553,2.00568,7.15729,54.931,32.1135,-0.198369,-1.21707
1.0,3,0.75,11,2,2,1,1,0,11,2,150,499,52.9667,32.6036,-0.107903,-1.26413,1.4629,1.13606,1.11891,1.25578,1.81298,1.23988,1.8703,6.8424,52.9158,32.4973,-0.0914012,-1.28957
1.0,3,0.75,11,2,2,1,1,0,11,2,160,542,49.0315,31.0894,-0.035514,-1.15295,1.52229,1.07135,0.99778,1.23418,1.82878,1.09326,1.32568,2.92836,49.2081,31.0048,-0.0217835,-1.18211
1.0,3,0.75,11,2,2,1,1,0,11,2,170,596,49.9607,32.3894,-0.0947166,-1.22924,1.4773,1.10226,0.920076,0.507805,1.75754,1.11329,1.31822,2.70285,49.8048,32.1857,-0.0878968,-1.23824
1.0,3,0.75,11,2,2,1,1,0,11,2,180,630,49.4303,32.4886,-0.0648877,-1.27591,1.48393,1.12981,1.04909,1.35787,1.72635,1.07726,1.19168,2.65071,49.4888,32.2452,-0.0410022,-1.28684
1.0,3,0.75,11,2,2,1,1,0,11,2,190,662,48.784,34.0037,0.0208096,-1.37094,1.41463,1.10182,1.02483,0.79107,1.63778,1.06431,1.53792,3.82374,48.7269,33.9459,0.0567684,-1.36642
1.0,3,0.75,11,2,2,1,1,0,11,2,200,719,51.8361,33.603,-0.0751716,-1.37521,1.46422,1.09393,0.864672,0.3043,1.55856,0.952522,1.23763,2.37553,51.7692,33.6089,-0.0614828,-1.39527
1.0,3,0.75,11,2,2,1,1,0,11,2,210,659,50.1151,32.578,-0.0426465,-1.30097,1.40992,1.13468,1.04157,0.861741,1.60593,0.990221,1.39125,4.68653,50.0381,32.7196,-0.0238461,-1.30748
1.0,3,0.75,11,2,2,1,1,0,11,2,220,624,49.2357,32.9259,0.00793524,-1.28426,1.46524,1.15826,1.40639,3.60367,1.72217,1.05717,0.8837,0.760078,49.1027,32.8286,0.0219918,-1.30434
1.0,3,0.75,11,2,2,1,1,0,11,2,230,579,50.7443,32.5619,-0.0761314,-1.33486,1.50793,1.15767,1.16008,1.41141,1.65629,1.06601,1.38552,2.90046,50.8788,32.3847,-0.0559626,-1.34702
1.0,3,0.75,11,2,2,1,1,0,11,2,240,605,51.6171,33.4739,-0.0436037,-1.40324,1.43512,1.12791,1.10194,1.06417,1.75045,1.08932,1.16405,1.70087,51.2416,33.2436,-0.00900513,-1.42077
1.0,3,0.75,11,2,2,1,1,0,11,2,250,606,54.6378,33.3973,-0.220401,-1.3278,1.51213,1.1281,1.00901,0.766432,1.76457,1.08312,1.46414,3.71428,54.3628,33.134,-0.198331,-1.34108
1.0,3,0.75,11,2,2,1,1,0,11,2,260,584,54.921,34.6798,-0.223833,-1.41166,1.55753,1.2,1.1052,1.32927,1.81039,1.12809,1.0866,1.48944,54.8455,34.643,-0.209882,-1.42126
1.0,3,0.75,11,2,2,1,1,11,11,2,270,92,63.8342,29.6946,-0.638301,-0.801892,5.70187,5.16378,0.184179,-1.72307,4.40925,3.4239,1.46113,1.66194,59.128,29.91,-0.469147,-0.989409
1.0,3,0.75,11,2,2,1,1,11,11,2,280,69,65.9749,24.1536,-0.689306,-0.510533,9.72037,3.33236,-1.51825,1.99837,3.70279,4.30114,2.74196,6.99226,56.917,25.7777,-0.600433,-0.578818
1.0,3,0.75,11,2,2,1,1,11,11,2,290,58,66.0134,17.4495,-0.871124,-0.0529382,10.7853,1.75146,-0.32199,-0.782617,3.08833,4.7616,4.45334,19.6859,55.5311,18.5945,-0.858777,-0.299231
1.0,3,0.75,11,2,2,1,1,11,11,2,300,60,64.876,17.0931,-0.1879,-0.495651,10.8422,2.11255,0.148904,-0.676759,2.25368,1.28225,1.06381,0.796385,54.1506,18.6034,-0.048964,-0.859456
1.0,3,0.75,11,2,2,1,1,11,11,2,310,62,66.0929,15.1415,-1.1264,0.0371223,10.4792,2.20789,-0.265185,1.92692,2.27842,1.52117,1.74631,2.87471,55.5447,16.191,-0.916996,-0.52232
1.0,3,0.75,11,2,2,1,1,11,11,2,320,44,66.5196,13.7391,-1.06091,0.162032,10.8734,1.94299,-0.766901,1.0839,1.78128,1.30915,1.46221,2.20037,55.8737,14.8213,-0.882571,-0.585069
1.0,3,0.75,11,2,2,1,1,11,11,2,330,59,69.3306,11.6264,-0.824184,-0.991952,10.883,1.97353,-0.0449794,-0.796576,2.85629,4.4346,6.32058,42.713,58.5228,13.8471,-0.855574,-0.900157
1.0,3,0.75,11,2,2,1,1,11,11,2,340,46,66.7605,13.4974,-0.275918,-1.80533,10.5686,1.82956,0.167718,-0.438024,2.31079,1.66903,1.52612,2.55388,55.5845,14.6442,-0.235861,-1.76938
1.0,3,0.75,11,2,2,1,1,11,11,2,350,84,71.2631,12.8086,-0.90298,-1.09041,11.0456,1.81691,-0.335726,0.773304,1.7575,1.07297,0.87394,0.0941126,59.4954,14.1801,-0.840394,-1.06905
1.0,3,0.75,11,2,2,1,1,11,11,2,360,102,67.6135,13.8878,-0.417126,-1.65775,10.8779,2.17089,-0.271564,0.903954,2.05674,1.32842,1.38544,2.47438,55.9915,14.7228,-0.381125,-1.58886
1.0,3,0.75,11,2,2,1,1,11,11,2,370,116,65.7044,12.8856,-0.0103961,-1.7844,10.7967,1.74795,-0.119551,-0.456151,1.72349,1.11719,1.19241,1.08585,55.3343,13.7241,-0.0752012,-1.71901
1.0,3,0.75,11,2,2,1,1,11,11,2,380,121,64.843,12.901,0.0430534,-1.75257,11.1549,1.7875,0.355837,-0.0881941,1.83131,1.10644,1.04183,0.916904,53.3067,14.0941,-0.00251943,-1.6723
1.0,3,0.75,11,2,2,1,1,11,11,2,390,123,66.526,12.5373,-0.0121237,-1.79176,11.1189,2.03705,-0.136563,0.140241,1.74665,1.08689,2.29093,11.1027,54.908,13.2786,-0.0725373,-1.72198
1.0,3,0.75,11,2,2,1,1,11,11,2,400,110,64.156,10.9709,0.289315,-1.62218,11.5272,1.80372,-0.12455,0.501346,1.91974,1.23215,1.93583,6.15914,52.5481,12.2282,0.212217,-1.71571
1.0,3,0.75,11,2,2,1,1,11,11,2,410,115,64.2687,10.3579,0.189931,-1.48407,11.3247,2.01574,0.227571,-0.00502597,1.83802,1.24111,1.2126,1.40128,53.3909,11.3757,0.0439807,-1.55543
1.0,3,0.75,11,2,2,1,1,11,11,2,420,135,60.7124,10.2752,0.611938,-1.18227,10.9619,1.85758,-0.122698,-0.350301,2.01543,1.11711,1.02518,0.949577,49.8635,11.3222,0.43036,-1.35512
1.0,3,0.75,11,2,2,1,1,11,11,2,430,129,62.6184,10.4528,0.370881,-1.3858,10.9603,1.957,0.0720571,0.0247225,1.85439,1.07338,0.606639,-0.572296,51.7005,11.3942,0.35629,-1.26131
1.0,3,0.75,11,2,2,1,1,11,11,2,440,147,64.1217,10.5474,0.0717969,-1.46457,11.0274,1.85349,0.241316,0.200598,1.84248,0.940527,0.692482,-0.12368,53.3583,11.5781,-0.0558121,-1.4106
1.0,3,0.75,11,2,2,1,1,11,11,2,450,145,62.4843,10.7108,0.234823,-1.52302,10.9234,1.87246,-0.270489,-0.0818889,1.93608,1.21932,1.31382,2.8106,51.6676,11.4856,0.220416,-1.45517
1.0,3,0.75,11,2,2,1,1,11,11,2,460,134,63.2423,10.1807,0.149577,-1.37497,11.5554,1.92951,-0.35138,-0.0264125,1.95485,1.11055,0.961743,0.370278,51.8425,10.8526,-0.071847,-1.24797
