slope,disp,mutsd,pert_treat,patch_sd,ac,draw,batch,pert_value,pert_name,rep,t,n,u_mean,u_sd,u_skew,u_kurt,mal_mean,mal_sd,mal_skew,mal_kurt,nn_mean,nn_sd,nn_skew,nn_kurt,x_mean,x_sd,x_skew,x_kurt
1.0,3,0.75,11,0,0,1,1,11,11,9,690,641,48.8942,26.8772,0.197332,-1.25838,10.7517,1.88601,-0.0849465,0.0446314,1.73954,0.995706,1.13489,1.92434,38.1425,27.0097,0.197615,-1.25761
1.0,3,0.75,11,0,0,1,1,11,11,9,700,712,51.6376,26.8241,-0.0111341,-1.31888,11.0122,1.82528,-0.0508577,-0.140971,1.55608,0.933247,0.978789,1.34748,40.6255,26.8883,-0.0109813,-1.32191
1.0,3,0.75,11,0,0,1,1,11,11,9,710,695,52.2718,27.6277,-0.00139917,-1.36195,11.1634,1.74556,-0.0713965,0.122903,1.65787,1.00274,1.06335,1.86809,41.1084,27.6341,-0.000897897,-1.3569
1.0,3,0.75,11,0,0,1,1,11,11,9,720,691,51.805,27.0235,0.0603248,-1.3094,11.0208,1.92538,-0.0565147,-0.203687,1.65481,0.931628,1.14512,2.1679,40.7843,26.9477,0.0489787,-1.30156
1.0,3,0.75,11,0,0,1,1,11,11,9,730,728,50.7853,26.5055,0.109454,-1.26687,11.0834,1.87729,-0.113597,-0.195061,1.59573,0.917884,1.14588,2.00084,39.7019,26.5385,0.108856,-1.25601
1.0,3,0.75,11,0,0,1,1,11,11,9,740,744,52.1986,26.4448,-0.0364774,-1.18192,11.0313,1.80295,-0.0703919,-0.22585,1.61141,0.977135,1.51278,4.69895,41.1673,26.395,-0.0223253,-1.17657
1.0,3,0.75,11,0,0,1,1,11,11,9,750,726,51.5498,26.1755,0.0554516,-1.20919,11.0154,1.9338,-0.0433632,0.265128,1.65591,0.922075,0.893334,0.898713,40.5344,26.3263,0.0603935,-1.2002
1.0,3,0.75,11,0,0,1,1,11,11,9,760,831,52.8644,26.9475,0.0727198,-1.22016,10.9643,1.86513,-0.1772,0.271106,1.55479,0.87976,1.16956,2.13233,41.9001,26.9866,0.0864246,-1.19636
1.0,3,0.75,11,0,0,1,1,11,11,9,770,802,53.5262,26.2989,-0.00219498,-1.115,10.8856,1.89287,0.0306929,-0.0714537,1.57986,0.945671,1.3317,4.30555,42.6406,26.2003,0.00798255,-1.11625
1.0,3,0.75,11,0,0,1,1,11,11,9,780,751,51.7573,26.866,0.0977379,-1.07051,10.9726,1.78178,0.0357,0.0523258,1.60158,0.995261,1.16617,1.92898,40.7847,26.7679,0.103037,-1.08496
1.0,3,0.75,11,0,0,1,1,11,11,9,790,754,52.1652,28.1232,0.14107,-1.18787,10.8902,1.90467,-0.0886052,-0.120944,1.59558,0.94339,0.881993,1.38604,41.275,28.1078,0.144943,-1.18289
1.0,3,0.75,11,0,0,1,1,11,11,9,800,742,53.8211,27.8754,0.130472,-1.1986,10.9477,1.93168,-0.0276357,0.103461,1.6516,0.976608,1.16734,2.06408,42.8734,27.7899,0.12586,-1.19802
1.0,3,0.75,11,0,0,1,1,11,11,9,810,745,57.6286,28.6198,-0.0436746,-1.22457,10.9798,1.85857,0.0456054,-0.248415,1.63129,0.961184,1.31191,3.2471,46.6489,28.6613,-0.0247531,-1.21887
1.0,3,0.75,11,0,0,1,1,11,11,9,820,807,54.391,29.2964,0.114978,-1.23915,10.9059,1.90996,-0.0714048,-0.116424,1.58596,0.911014,0.917803,1.34329,43.4851,29.2616,0.116114,-1.22463
1.0,3,0.75,11,0,0,1,1,11,11,9,830,851,55.0763,28.723,0.0206399,-1.20378,10.9957,1.88395,0.0128303,-0.044441,1.51379,0.853348,1.04078,1.28554,44.0805,28.7367,0.033529,-1.19054
1.0,3,0.75,11,0,0,1,1,11,11,9,840,775,58.855,29.2452,-0.110774,-1.22097,10.9161,1.85798,-0.0678349,0.382347,1.66996,0.950543,0.935738,1.58914,47.9389,29.2706,-0.10487,-1.21987
1.0,3,0.75,11,0,0,1,1,11,11,9,850,759,57.7012,29.6917,-0.081155,-1.29454,11.0518,1.90114,0.068283,-0.0190423,1.63072,0.959088,1.4921,3.54008,46.6494,29.712,-0.0697993,-1.28468
1.0,3,0.75,11,0,0,1,1,11,11,9,860,730,58.9955,30.3053,-0.120322,-1.32859,11.0046,1.88528,-0.102279,0.0453682,1.6706,1.0453,1.73902,5.77316,47.9909,30.3242,-0.115408,-1.32494
1.0,3,0.75,11,0,0,1,1,11,11,9,870,750,58.4971,30.3465,-0.16455,-1.32322,10.9578,1.86948,0.079287,-0.175735,1.6273,0.976027,1.09921,2.57809,47.5394,30.2177,-0.156294,-1.32425
1.0,3,0.75,11,0,0,1,1,11,11,9,880,706,59.2858,29.3928,-0.170016,-1.219,10.8597,1.76638,0.00855864,-0.025947,1.62676,0.956485,1.00182,0.967613,48.4261,29.3703,-0.162772,-1.22165
1.0,3,0.75,11,0,0,1,1,11,11,9,890,752,58.395,30.9573,-0.0529933,-1.31278,10.9896,1.89539,0.0539128,-0.318732,1.63459,0.997282,1.36376,2.93532,47.4054,31.0368,-0.0444869,-1.30867
1.0,3,0.75,11,0,0,1,1,11,11,9,900,823,63.1893,30.4813,-0.26174,-1.19676,10.9125,1.83778,-0.0693212,-0.0931377,1.54417,0.8414,0.76304,0.509554,52.2768,30.446,-0.24876,-1.18277
1.0,3,0.75,11,0,0,1,1,11,11,9,910,801,61.0136,31.5585,-0.145784,-1.33307,10.9026,1.73805,0.140955,-0.29084,1.57198,0.947519,1.1913,2.3149,50.111,31.5553,-0.14819,-1.32526
1.0,3,0.75,11,0,0,2,1,0,11,0,10,701,49.7493,27.5828,-0.0612938,-1.12364,0.000963258,0.0255036,26.4197,696.001,1.91202,0.937488,0.536627,0.0985443,49.7503,27.5825,-0.0613841,-1.12354
1.0,3,0.75,11,0,0,2,1,0,11,0,20,1012,48.0392,29.8473,0.0672037,-1.28882,1.40878,1.14224,1.07024,1.19458,1.5128,0.854298,0.889557,0.848558,47.999,29.943,0.0675433,-1.28105
1.0,3,0.75,11,0,0,2,1,0,11,0,30,943,48.5652,30.416,0.056916,-1.27214,1.41863,1.08172,1.03261,0.945032,1.54699,0.879839,0.997273,1.29095,48.5774,30.4954,0.0671702,-1.27619
1.0,3,0.75,11,0,0,2,1,0,11,0,40,957,48.2821,30.7043,0.0306644,-1.26108,1.46905,1.12491,0.993755,0.858544,1.55709,0.901843,1.13636,2.04728,48.1372,30.699,0.0373383,-1.25071
1.0,3,0.75,11,0,0,2,1,0,11,0,50,991,48.6082,32.0975,0.0249368,-1.37399,1.44932,1.11513,0.880685,0.185824,1.51482,0.855999,0.601686,0.00636174,48.6203,32.0879,0.0269856,-1.37069
1.0,3,0.75,11,0,0,2,1,0,11,0,60,1037,49.5303,31.8996,0.0410208,-1.32268,1.46505,1.09407,0.928694,0.55419,1.43006,0.813655,0.827786,0.961364,49.4924,31.7502,0.0380617,-1.31567
1.0,3,0.75,11,0,0,2,1,0,11,0,70,926,49.9202,31.8342,0.0650982,-1.28749,1.43443,1.11375,1.15044,1.68968,1.54839,0.933943,1.30181,3.80172,49.8595,31.7584,0.0650151,-1.28714
1.0,3,0.75,11,0,0,2,1,0,11,0,80,874,50.7093,31.3612,-0.017085,-1.23716,1.52042,1.1194,0.963376,0.863114,1.64153,0.919586,0.864892,0.530571,50.6757,31.2818,-0.018065,-1.2393
1.0,3,0.75,11,0,0,2,1,0,11,0,90,899,50.9329,31.2068,-0.0467509,-1.23677,1.43192,1.07986,0.956417,0.518575,1.53176,0.903301,1.03829,1.48677,50.8775,31.1211,-0.0546362,-1.24035
1.0,3,0.75,11,0,0,2,1,0,11,0,100,833,48.162,33.4304,0.0634349,-1.44284,1.39352,1.10405,1.076,0.854676,1.53712,0.966804,1.35002,2.92712,48.1442,33.3483,0.0587767,-1.44575
1.0,3,0.75,11,0,0,2,1,0,11,0,110,766,49.3284,33.1255,-0.0107975,-1.38261,1.4089,1.11434,1.29655,2.06991,1.62566,0.982236,1.09088,1.53918,49.3181,33.1085,-0.0137201,-1.37876
1.0,3,0.75,11,0,0,2,1,0,11,0,120,840,50.0117,33.3965,0.00595555,-1.42252,1.45541,1.13028,1.15773,1.1337,1.62493,0.941598,1.13179,2.27939,50.0506,33.4322,0.000440319,-1.41973
1.0,3,0.75,11,0,0,2,1,0,11,0,130,843,52.6995,33.2675,-0.12989,-1.37344,1.44075,1.09972,1.21524,1.87783,1.52931,0.887478,1.13544,2.3071,52.6635,33.1977,-0.125183,-1.3794
1.0,3,0.75,11,0,0,2,1,0,11,0,140,908,51.0267,33.2531,-0.0751157,-1.4346,1.41281,1.06255,0.893065,0.373771,1.50191,0.92922,1.26423,2.59529,51.0862,33.2241,-0.0726868,-1.43438
1.0,3,0.75,11,0,0,2,1,0,11,0,150,782,46.3737,32.582,0.124416,-1.36925,1.44252,1.10583,0.993948,0.810119,1.6051,0.892652,0.829482,0.650678,46.3312,32.5479,0.126962,-1.36341
1.0,3,0.75,11,0,0,2,1,0,11,0,160,763,48.9191,32.0821,0.0447585,-1.3416,1.48645,1.12231,0.960559,0.55053,1.7159,0.972095,1.15988,2.44351,49.0008,32.0572,0.0503923,-1.34042
1.0,3,0.75,11,0,0,2,1,0,11,0,170,817,47.707,32.2875,0.0621237,-1.33957,1.41762,1.11726,1.04811,0.877394,1.59743,0.844198,0.637569,0.382533,47.7045,32.1964,0.0653528,-1.34173
1.0,3,0.75,11,0,0,2,1,0,11,0,180,748,45.661,33.2285,0.150847,-1.34599,1.49618,1.18878,1.1071,0.998181,1.63579,1.03129,0.931017,0.570769,45.7389,33.0736,0.151807,-1.34373
1.0,3,0.75,11,0,0,2,1,0,11,0,190,774,49.3637,32.0801,0.0208394,-1.30015,1.51518,1.13325,0.803539,0.112237,1.56348,0.954742,1.44382,4.18292,49.4138,31.9858,0.0376154,-1.30694
1.0,3,0.75,11,0,0,2,1,0,11,0,200,872,51.7176,33.2386,-0.0568365,-1.40845,1.45156,1.08196,0.978193,0.710939,1.51104,0.917227,1.23614,2.10046,51.7077,33.1811,-0.0529197,-1.40275
1.0,3,0.75,11,0,0,2,1,0,11,0,210,786,49.8337,32.2066,0.109448,-1.31942,1.46199,1.07664,0.98359,0.88704,1.61801,0.927052,1.17271,2.82342,49.6875,32.0924,0.117457,-1.33039
1.0,3,0.75,11,0,0,2,1,0,11,0,220,756,52.497,32.1183,-0.0131417,-1.35359,1.48524,1.11709,1.0048,1.17399,1.6443,0.993724,1.14493,1.76549,52.5123,32.2168,4.88634e-05,-1.36301
1.0,3,0.75,11,0,0,2,1,0,11,0,230,811,50.8086,32.2901,0.0287363,-1.2924,1.40265,1.04503,0.938056,0.58202,1.57898,0.957471,1.17049,2.4764,50.8112,32.2106,0.0328618,-1.29705
1.0,3,0.75,11,0,0,2,1,0,11,0,240,792,51.991,33.4862,-0.122496,-1.37309,1.43806,1.07911,1.09071,1.42264,1.56411,0.95368,1.13429,1.63081,52.1281,33.4102,-0.117298,-1.37907
1.0,3,0.75,11,0,0,2,1,0,11,0,250,771,48.1901,32.3232,0.0843136,-1.31902,1.41767,1.08909,1.02734,0.995842,1.64145,0.941083,0.97331,1.24424,48.1052,32.4079,0.088272,-1.32417
1.0,3,0.75,11,0,0,2,1,0,11,0,260,750,48.9996,33.346,0.0490301,-1.3936,1.52812,1.10351,0.980559,0.96006,1.64018,1.02382,1.38395,3.29741,49.1067,33.3138,0.0525881,-1.39407
1.0,3,0.75,11,0,0,2,1,11,11,0,270,82,51.62,31.7633,0.0122548,-1.21856,3.60668,4.22395,1.00888,-0.724044,5.69181,4.06745,1.05724,0.506673,48.7548,32.4573,0.113312,-1.18475
1.0,3,0.75,11,0,0,2,1,11,11,0,280,47,45.6925,21.521,0.106918,0.125314,8.52178,5.00538,-0.625229,-1.1908,5.27696,6.98137,1.98615,3.30933,37.4716,22.169,0.669136,0.998441
1.0,3,0.75,11,0,0,2,1,11,11,0,290,49,41.9823,15.3075,-0.569915,-0.486154,10.4051,2.54566,-0.727999,1.35384,2.55056,1.59204,0.547144,-0.469245,31.5772,14.7808,-0.468334,-0.482536
1.0,3,0.75,11,0,0,2,1,11,11,0,300,56,42.0414,12.6752,-0.410053,0.592617,11.0808,1.95433,-0.111598,-0.5701,2.40797,2.01761,4.2419,23.4213,30.9605,12.2452,-0.2772,0.332275
1.0,3,0.75,11,0,0,2,1,11,11,0,310,107,47.5868,15.0711,-0.881728,0.114034,10.7493,2.0657,0.0405298,-0.0950309,1.80837,1.14901,1.21992,1.50006,36.8376,14.5893,-0.916632,0.266971
1.0,3,0.75,11,0,0,2,1,11,11,0,320,115,48.2338,13.9842,-1.03188,0.613035,11.0744,1.92861,-0.0835414,-0.0299732,2.05148,1.06868,0.754373,0.252639,37.1594,14.0118,-0.893196,0.222619
1.0,3,0.75,11,0,0,2,1,11,11,0,330,124,52.5714,11.7068,-1.53278,2.44495,11.0253,2.05524,0.259117,-0.168933,1.78603,1.1706,1.43063,3.03027,41.5461,11.789,-1.31307,1.56481
1.0,3,0.75,11,0,0,2,1,11,11,0,340,171,52.6218,13.0016,-0.916832,0.134979,10.9808,2.03068,0.115623,-0.230392,1.81731,1.04179,1.3152,1.72491,41.641,13.033,-0.835951,-0.0342858
1.0,3,0.75,11,0,0,2,1,11,11,0,350,190,48.4577,15.1483,-0.755145,-0.202306,11.01,1.97254,-0.387997,1.05116,1.69419,1.28767,3.05571,16.4132,37.4476,15.1538,-0.692722,-0.285243
1.0,3,0.75,11,0,0,2,1,11,11,0,360,208,45.514,16.7223,-0.614662,-0.599185,11.0345,1.8663,0.0310107,-0.295406,1.78665,1.01179,1.62839,3.91157,34.4794,16.8209,-0.583961,-0.618102
1.0,3,0.75,11,0,0,2,1,11,11,0,370,236,44.686,18.0574,-0.695168,-0.737744,10.8666,1.9185,-0.183844,0.0157629,1.72546,1.04805,0.841829,0.426981,33.8194,18.0965,-0.649708,-0.786645
1.0,3,0.75,11,0,0,2,1,11,11,0,380,270,45.3402,19.3926,-0.737663,-0.936218,11.1566,1.84966,0.176188,-0.306586,1.65846,1.03216,1.5486,4.15941,34.1836,19.3762,-0.700502,-0.976033
1.0,3,0.75,11,0,0,2,1,11,11,0,390,353,43.0692,20.545,-0.515586,-1.2646,10.9204,1.88196,-0.186613,0.354808,1.58322,1.05276,1.56873,3.6423,32.1488,20.3896,-0.505197,-1.25808
1.0,3,0.75,11,0,0,2,1,11,11,0,400,389,40.2656,21.4686,-0.275687,-1.53478,11.0902,1.88145,0.0122859,0.392825,1.56726,1.07325,1.59823,4.70319,29.1754,21.4193,-0.239362,-1.51705
1.0,3,0.75,11,0,0,2,1,11,11,0,410,366,44.1493,21.0001,-0.512246,-1.2654,10.9539,1.87883,0.0435984,0.293889,1.66192,0.983124,1.01335,1.1031,33.1954,20.9935,-0.487691,-1.2605
1.0,3,0.75,11,0,0,2,1,11,11,0,420,350,41.0486,20.1845,-0.309173,-1.36128,10.7647,1.87574,0.0301565,-0.398274,1.70902,1.08253,1.7447,5.67887,30.2839,20.1682,-0.302941,-1.3389
1.0,3,0.75,11,0,0,2,1,11,11,0,430,416,39.9543,21.1162,-0.205915,-1.51165,10.952,1.74811,0.0879764,-0.333196,1.49811,0.897681,1.04025,1.33846,29.0023,20.9751,-0.186934,-1.49477
1.0,3,0.75,11,0,0,2,1,11,11,0,440,437,45.5476,19.6973,-0.59032,-0.956951,10.8351,1.92669,0.164425,-0.0546157,1.63707,0.958372,1.36316,4.1271,34.7125,19.8246,-0.552461,-0.978237
1.0,3,0.75,11,0,0,2,1,11,11,0,450,450,42.0961,21.0974,-0.335369,-1.37335,10.8065,1.78267,-0.0164449,0.181849,1.55817,1.10427,2.72252,16.3692,31.2897,21.1161,-0.299901,-1.35753
1.0,3,0.75,11,0,0,2,1,11,11,0,460,408,42.7155,21.6717,-0.288711,-1.37844,10.737,1.91516,-0.158634,0.39901,1.59164,0.945125,1.30344,2.90066,31.9786,21.4734,-0.278922,-1.36953
1.0,3,0.75,11,0,0,2,1,11,11,0,470,417,40.2794,21.6865,-0.160848,-1.49175,11.0844,1.84205,-0.0465922,-0.0839023,1.63248,1.04447,1.18385,1.5492,29.195,21.5769,-0.155383,-1.47169
1.0,3,0.75,11,0,0,2,1,11,11,0,480,414,42.1154,20.9556,-0.292841,-1.26465,10.8714,1.81545,0.0439902,-0.119055,1.64361,1.14052,1.61171,4.50125,31.244,20.9244,-0.261779,-1.26386
1.0,3,0.75,11,0,0,2,1,11,11,0,490,399,45.8495,20.3272,-0.545613,-0.92741,10.8415,1.79847,0.279083,0.282686,1.65143,1.00286,1.10358,2.479,35.008,20.267,-0.522897,-0.919522
1.0,3,0.75,11,0,0,2,1,11,11,0,500,411,43.2865,21.6046,-0.17968,-1.23866,10.7821,1.87233,0.00150625,0.315027,1.74158,1.07121,1.43783,2.7997,32.5044,21.3644,-0.167785,-1.21176
1.0,3,0.75,11,0,0,2,1,11,11,0,510,470,44.1535,22.0233,-0.125208,-1.34371,10.9361,1.85892,-0.125561,-0.093459,1.60514,1.12962,2.88204,17.0073,33.2174,22.1372,-0.113505,-1.31994
1.0,3,0.75,11,0,0,2,1,11,11,0,520,514,44.8944,20.955,-0.100493,-1.13016,10.805,1.77476,0.025966,0.511913,1.63473,0.994743,0.847917,0.416469,34.0895,20.9714,-0.0965564,-1.12076
1.0,3,0.75,11,0,0,2,1,11,11,0,530,525,44.8326,22.0921,-0.104128,-1.2766,10.9494,1.81951,0.0545928,-0.00327451,1.54902,0.945746,0.94526,1.08128,33.8832,22.1966,-0.0966047,-1.29843
1.0,3,0.75,11,0,0,2,1,11,11,0,540,575,44.8161,21.2806,0.0427175,-1.16761,10.9437,1.88474,-0.0684232,0.141155,1.6091,0.899764,0.841928,0.855221,33.8724,21.3869,0.0681232,-1.15623
1.0,3,0.75,11,0,0,2,1,11,11,0,550,492,44.5525,21.0118,0.00840877,-1.13414,11.0725,1.84225,-0.108249,-0.048387,1.78142,1.13507,1.12566,1.88532,33.48,21.0661,0.0501671,-1.13922
1.0,3,0.75,11,0,0,2,1,11,11,0,560,611,39.8892,22.2732,0.356944,-1.10483,10.8177,1.73258,-0.0804484,0.121734,1.54906,0.885577,0.922372,1.0382,29.0715,22.357,0.367676,-1.10522
1.0,3,0.75,11,0,0,2,1,11,11,0,570,523,41.4483,21.4544,0.1816,-1.13479,10.8702,1.81702,-0.238545,0.0451699,1.73981,1.02291,1.02234,1.04117,30.5781,21.5274,0.19439,-1.09787
1.0,3,0.75,11,0,0,2,1,11,11,0,580,514,42.4243,22.544,0.13574,-1.19251,10.96,1.80625,0.0116286,0.0736458,1.63963,1.05131,1.12799,1.60738,31.4643,22.5142,0.123842,-1.2066
1.0,3,0.75,11,0,0,2,1,11,11,0,590,597,44.0922,23.9505,0.149868,-1.29097,10.9988,1.77472,0.0971632,0.0885846,1.56967,0.950938,1.15844,1.9056,33.0933,23.9083,0.160734,-1.27757
1.0,3,0.75,11,0,0,2,1,11,11,0,600,579,45.9131,24.0148,0.104988,-1.23896,10.9801,1.90223,-0.0711484,-0.146444,1.61914,0.978215,0.899265,0.785094,34.933,24.0567,0.121549,-1.22549
1.0,3,0.75,11,0,0,2,1,11,11,0,610,521,46.3989,24.2015,0.148251,-1.32645,11.0135,1.99682,0.0104574,-0.184638,1.74616,0.981711,0.856511,0.780064,35.3854,24.3069,0.150078,-1.30602
1.0,3,0.75,11,0,0,2,1,11,11,0,620,522,44.6342,24.648,0.13841,-1.3131,10.7793,1.84232,-0.0399962,-0.316535,1.60615,1.03734,0.992417,0.638074,33.855,24.7377,0.137178,-1.29229
1.0,3,0.75,11,0,0,2,1,11,11,0,630,485,45.7452,22.9443,0.141683,-1.05184,10.9563,1.90967,-0.0528685,-0.349463,1.77629,1.09079,1.12252,1.32066,34.7888,23.0107,0.146234,-1.06717
1.0,3,0.75,11,0,0,2,1,11,11,0,640,507,43.2142,22.5922,0.160669,-1.06928,10.9247,1.88694,-0.133813,-0.161392,1.66305,1.07123,1.28359,2.58295,32.2894,22.7216,0.168806,-1.07006
1.0,3,0.75,11,0,0,2,1,11,11,0,650,502,43.9913,24.0842,0.0644107,-1.24608,10.9008,1.80756,-0.00160386,-0.157414,1.70276,1.03715,1.21459,1.86566,33.0905,24.1059,0.0876209,-1.23143
1.0,3,0.75,11,0,0,2,1,11,11,0,660,539,44.1814,23.682,0.109246,-1.07422,10.8954,1.83194,0.179997,-0.0730834,1.61393,1.10908,1.60574,4.42151,33.2861,23.6549,0.11276,-1.07792
1.0,3,0.75,11,0,0,2,1,11,11,0,670,468,44.5946,22.5151,0.180273,-0.982389,10.9875,1.84866,-0.00714863,0.060702,1.81943,1.11249,1.03557,1.3275,33.6071,22.6979,0.197433,-0.976809
1.0,3,0.75,11,0,0,2,1,11,11,0,680,478,44.4121,23.7722,0.174004,-1.13206,10.7735,1.89649,0.13065,0.156348,1.67177,1.0595,1.4708,4.62012,33.6386,24.1141,0.178623,-1.1647
1.0,3,0.75,11,0,0,2,1,11,11,0,690,467,45.0731,24.5003,0.185339,-1.1886,10.8924,1.87951,-0.0252405,-0.319002,1.76928,1.11905,1.53184,4.29797,34.1808,24.5838,0.206141,-1.17448
1.0,3,0.75,11,0,0,2,1,11,11,0,700,540,45.5819,24.388,0.0990583,-1.23172,10.9673,1.98251,0.00985036,-0.248641,1.64633,1.02527,1.04741,1.02821,34.6147,24.6067,0.109854,-1.23008
1.0,3,0.75,11,0,0,2,1,11,11,0,710,553,47.4368,24.0884,0.0810196,-1.1218,11.1588,1.8128,0.050914,-0.224657,1.66873,1.07232,1.59427,3.95662,36.278,24.2546,0.103717,-1.11641
1.0,3,0.75,11,0,0,2,1,11,11,0,720,547,46.8244,25.8036,0.092969,-1.28215,10.8572,1.83208,0.0468813,-0.152035,1.59972,0.984003,1.27636,3.00465,35.9672,25.791,0.110997,-1.27925
1.0,3,0.75,11,0,0,2,1,11,11,0,730,522,50.7825,26.7488,-0.116147,-1.31216,11.0046,1.86358,0.0955066,-0.0452131,1.67907,1.07356,1.11048,1.43222,39.7779,26.8237,-0.0914733,-1.3187
1.0,3,0.75,11,0,0,2,1,11,11,0,740,514,46.3624,27.1451,0.148195,-1.38215,10.709,1.82455,-0.039865,0.209847,1.70226,1.12724,2.03842,10.5984,35.6534,27.2146,0.171625,-1.36809
1.0,3,0.75,11,0,0,2,1,11,11,0,750,523,48.2364,27.6727,0.0719517,-1.4379,10.874,1.84684,-0.00195349,-0.0273622,1.77005,1.11653,1.04629,1.18643,37.3624,27.7242,0.0803376,-1.4234
1.0,3,0.75,11,0,0,2,1,11,11,0,760,562,51.2434,27.9512,-0.099385,-1.39213,10.7885,1.87069,-0.0468892,-0.0298528,1.78682,1.1436,2.08197,8.63103,40.455,27.8349,-0.0869022,-1.39024
1.0,3,0.75,11,0,0,2,1,11,11,0,770,592,49.7954,29.5199,0.0450066,-1.52615,10.9357,1.82978,-0.0638684,-0.00159353,1.6437,1.05408,1.41882,3.33476,38.8597,29.5123,0.0608927,-1.50386
1.0,3,0.75,11,0,0,2,1,11,11,0,780,569,47.2948,26.6173,0.0353285,-1.39067,11.0408,1.81486,0.0597328,0.14985,1.5725,0.975559,1.17955,2.52783,36.254,26.551,0.0320126,-1.38144
1.0,3,0.75,11,0,0,2,1,11,11,0,790,497,50.7248,26.9787,-0.0287659,-1.33643,10.8286,1.88213,-0.0189644,-0.234073,1.8327,1.15282,2.44778,15.4685,39.8962,26.9187,-0.0104144,-1.32348
1.0,3,0.75,11,0,0,2,1,11,11,0,800,539,54.0775,24.6416,-0.21374,-1.12176,10.8832,1.88617,-0.0971396,-0.0272674,1.78419,0.983516,1.07712,1.65777,43.1943,24.6356,-0.206384,-1.1094
1.0,3,0.75,11,0,0,2,1,11,11,0,810,646,51.0924,27.5881,0.0763459,-1.32579,10.9055,1.93553,0.138061,0.0791153,1.68859,0.995647,1.68848,7.55634,40.1868,27.5474,0.0769368,-1.30843
1.0,3,0.75,11,0,0,2,1,11,11,0,820,648,52.7309,27.5872,-0.0311362,-1.32808,10.9776,1.85466,-0.00120756,-0.00713248,1.64835,0.990707,1.16173,1.93482,41.7533,27.6825,-0.0234784,-1.32341
1.0,3,0.75,11,0,0,2,1,11,11,0,830,610,50.4146,28.4257,0.101031,-1.44857,11.0789,1.89434,0.0335296,-0.0507057,1.68047,0.988413,1.0269,1.5485,39.3357,28.4659,0.0964118,-1.4469
1.0,3,0.75,11,0,0,2,1,11,11,0,840,609,53.254,28.3507,-0.0897365,-1.39959,10.9868,1.85432,0.00842816,-0.393647,1.75477,1.10081,1.4591,3.31247,42.2672,28.3166,-0.094197,-1.38921
1.0,3,0.75,11,0,0,2,1,11,11,0,850,594,53.5281,29.2631,0.0157233,-1.34608,10.9301,1.86732,-0.0904631,0.0025927,1.75799,1.10937,1.61744,4.62998,42.598,29.3168,0.0141931,-1.34517
1.0,3,0.75,11,0,0,2,1,11,11,0,860,552,51.0041,28.8202,0.140675,-1.2974,10.9776,1.87661,0.000646181,0.0236728,1.78315,1.06929,1.4782,4.01368,40.0266,28.8355,0.156505,-1.2737
1.0,3,0.75,11,0,0,2,1,11,11,0,870,678,52.1476,28.4764,0.0368445,-1.33642,10.9613,1.82354,-0.119527,0.310927,1.5499,1.01084,1.25874,2.23358,41.1862,28.4591,0.0476003,-1.33342
1.0,3,0.75,11,0,0,2,1,11,11,0,880,674,57.599,28.6971,-0.15387,-1.28626,10.9551,1.82345,0.143012,-0.0324713,1.64655,0.994723,1.07665,2.03988,46.6439,28.8387,-0.139956,-1.28752
1.0,3,0.75,11,0,0,2,1,11,11,0,890,692,55.9475,30.1377,-0.0528701,-1.32904,10.9612,1.87574,0.0743353,-0.146665,1.63252,0.979088,1.01268,1.3768,44.9862,30.0644,-0.0434265,-1.33835
1.0,3,0.75,11,0,0,2,1,11,11,0,900,712,57.7659,28.4447,-0.105988,-1.15114,11.0454,1.82585,0.0490892,0.0359142,1.65974,1.11133,1.58344,4.06318,46.7205,28.5408,-0.0884623,-1.14413
1.0,3,0.75,11,0,0,2,1,11,11,0,910,676,57.0785,30.7785,-0.0708124,-1.3173,11.0351,1.82583,0.0461864,-0.214379,1.61752,1.07129,2.08155,7.35808,46.0434,30.7842,-0.0647387,-1.31444
1.0,3,0.75,11,0,0,2,1,0,11,1,10,701,50.5128,28.398,-0.0554028,-1.21343,0.00696736,0.184471,26.4197,696.001,1.93696,1.00747,0.650595,0.2067,50.5198,28.4071,-0.054838,-1.21349
1.0,3,0.75,11,0,0,2,1,0,11,1,20,1053,49.3929,29.5021,-0.0274755,-1.17637,1.40692,1.10598,0.912875,0.449467,1.48387,0.818138,0.85537,0.801817,49.3505,29.5144,-0.0183616,-1.17869
1.0,3,0.75,11,0,0,2,1,0,11,1,30,978,48.3311,30.7708,-0.058024,-1.2743,1.48763,1.10051,1.03082,1.32978,1.54056,0.868759,0.784646,0.609587,48.3493,30.8194,-0.0591096,-1.27747
1.0,3,0.75,11,0,0,2,1,0,11,1,40,879,47.5604,31.3749,0.0386735,-1.26397,1.4983,1.15872,1.03747,0.790048,1.61542,0.936237,1.06311,2.09473,47.4679,31.4029,0.0501584,-1.27244
1.0,3,0.75,11,0,0,2,1,0,11,1,50,846,47.6507,31.4204,0.0145488,-1.26727,1.45741,1.1122,0.956898,0.539662,1.64282,0.89387,1.01208,1.8016,47.7981,31.1763,0.0140676,-1.272
1.0,3,0.75,11,0,0,2,1,0,11,1,60,856,49.5387,31.4925,-0.0602398,-1.25734,1.44241,1.07676,0.895934,0.541252,1.537,0.918161,1.18756,2.73504,49.5181,31.5387,-0.0597006,-1.26222
